id,show_id,type,title,director,year_film,rating,duration,listed_in,description
4993,81154987,Movie,CHHOTA BHEEM KUNGFU DHAMAKA,"Rajiv Chilaka, Binayak Das",2019,TV-Y7-FV,112 min,Children & Family Movies,Chhota Bheem is in China for a martial arts competition but his real challenge: to save the emperor’s daughter from being kidnapped by the villain Zuhu!
4994,81122206,TV Show,TIL DEATH DO US PART,"Cho Li, Chen Hung-yi, Weica Wang, Liu Bang-yao, Lin Guan-fu, Shen Chi, YC Tom Lee",2019,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers","Based on the speculative short stories of MirrorFiction, this sci-fi thriller anthology plunges headlong into our deepest desires – and darkest fears."
4995,81004321,Movie,WHINDERSSON NUNES: ADULT,Diego Pignataro,2019,TV-MA,69 min,Stand-Up Comedy,Brazilian YouTube sensation Whindersson Nunes revisits his humble beginnings and much more in a series of playful stories and peculiar songs.
4996,80209061,Movie,ADVENTURES IN PUBLIC SCHOOL,Kyle Rideout,2018,NR,86 min,Comedies,"After years of home-schooling, an awkward teen decides he wants a public high school experience, but his overbearing mother struggles to let go."
4997,81002212,Movie,BIOSCOPE,"Gajendra Ahire, Viju Mane, Girish Mohite, Ravi Jadhav",2015,TV-14,131 min,"Dramas, International Movies, LGBTQ Movies","Inspired by classic and contemporary literature, four renowned Marathi directors create four individual stories in this anthology of short films."
4998,80176707,Movie,FOR HERE OR TO GO?,Rucha Humnabadkar,2015,TV-MA,105 min,"Comedies, Dramas, Independent Movies",A software engineer must decide if he'd rather navigate America's frustrating visa renewal process or simply return to his home country of India.
4999,80199381,Movie,HOSTILES,Scott Cooper,2017,R,134 min,Dramas,"After a long career battling the Cheyenne, a U.S. Army captain is ordered to safely escort the tribe's most influential chief to his Montana homeland."
5000,80202176,Movie,HURRICANE BIANCA: FROM RUSSIA WITH HATE,Matt Kugelman,2018,TV-MA,85 min,"Comedies, Independent Movies, LGBTQ Movies","When Texas teacher Richard is lured to Russia under false pretenses by his enemy Deb, his drag alter ego Bianca soon turns the country upside down."
5003,70123118,Movie,WHAT'S YOUR RAASHEE?,Ashutosh Gowariker,2009,TV-PG,203 min,"Comedies, International Movies, Music & Musicals","To protect his family from ruin, Yogesh must marry his dream girl in only ten days, so he rushes into dating women with different astrological signs."
5005,80182274,Movie,BARBECUE,Matthew Salleh,2017,TV-MA,101 min,"Documentaries, International Movies","A blend of cultural nuance and mesmerizing techniques adds flavor to this globe-hopping celebration of cooking, tradition and community."
5006,80185166,Movie,BRAD PAISLEY'S COMEDY RODEO,Jay Chapman,2017,TV-MA,63 min,Stand-Up Comedy,"Country music star Brad Paisley hosts a night of music and laughs with comics Nate Bargatze, John Heffron, Jon Reep, Sarah Tiana and Mike E. Winfield."
5007,80068219,Movie,COLIN QUINN: UNCONSTITUTIONAL,Jay Chapman,2015,TV-MA,56 min,Stand-Up Comedy,New York comedian Colin Quinn writes and stars in this live one-man stage show that dissects and deconstructs U.S. constitutional history.
5008,70209163,Movie,GOON,Michael Dowse,2011,R,92 min,"Comedies, Sports Movies","When he's seen dispatching a rude opposing hockey player in the stands, Doug Glatt is hired by a rival team ... for his fighting skills."
5010,80163191,Movie,MY EX-EX,Nathaniel Warsh,2015,TV-MA,91 min,"Comedies, Romantic Movies",A recently dumped attorney hires a psychic to help her win back her boyfriend. Things take an unexpected turn when another ex re-enters the picture.
5011,80184661,Movie,WE'RE NO ANIMALS,Alejandro Agresti,2015,TV-MA,94 min,"Comedies, Dramas, Independent Movies","Unhappy with his commercial film work, a jaded Hollywood actor moves to Argentina to participate in an experimental thesis on social philosophy."
5013,80078761,Movie,BEING AP,Anthony Wonke,2015,TV-14,99 min,"Documentaries, International Movies, Sports Movies","With retirement staring him in the face, an all-time-great jump jockey pursues his 20th consecutive title in his unrelenting quest for glory."
5014,80115844,Movie,JOHN & JANE,Ashim Ahluwalia,2005,TV-14,79 min,"Documentaries, International Movies",Truth and fiction blend in this quasi-documentary about six exhausted workers at a Mumbai call center servicing U.S. customers.
5017,70308278,Movie,MISSION BLUE,"Robert Nixon, Fisher Stevens",2014,TV-Y7,94 min,Documentaries,This documentary follows oceanographer Sylvia Earle's campaign to save the world's oceans from threats such as overfishing and toxic waste.
5019,81147274,Movie,UYARE,Manu Ashokan,2019,TV-14,119 min,"Dramas, International Movies",An aspiring pilot fights for her future – and justice – after surviving an acid attack from her abusive boyfriend.
5020,80136450,TV Show,EXCLUSIVE EDITION,James Lee,2008,TV-14,1 Season,"International TV Shows, TV Dramas","Young journalists working for a magazine juggle careers, romance and other challenges while reporting on social issues and news stories in Malaysia."
5024,80039439,Movie,THE OUTCASTS,Peter Hutchings,2017,PG-13,94 min,Comedies,"After failing to strike a truce with their school's queen bee, two misfit best friends lead a nerd uprising that turns social hierarchy on its head."
5025,80044804,Movie,DEMETRI MARTIN: LIVE (AT THE TIME),Jay Karas,2015,TV-MA,62 min,Stand-Up Comedy,"Demetri Martin brings his off-kilter take on acoustic guitar, hairless cats, color schemes, and the word ""nope"" to Washington in his original special."
5026,81147278,Movie,90 ML,Anita Udeep,2019,TV-14,123 min,"Comedies, International Movies, Music & Musicals",Four friends shake up their lives when they meet a new woman in their apartment complex who encourages them to embrace their wild sides.
5027,81146011,Movie,CALUM VON MOGER: UNBROKEN,Vlad Yudin,2019,TV-MA,93 min,"Documentaries, Sports Movies","Bodybuilder and two-time Mr. Universe, Calum von Moger, reflects on his rise to fame and battle to come back from a debilitating injury."
5028,81123826,Movie,HASTA LOS DIENTES,Alberto Arnaut Estrada,2018,TV-MA,109 min,"Documentaries, International Movies","This documentary follows the controversy surrounding the 2010 murders of two students, who were framed as criminals and killed by the Mexican military."
5030,81135868,Movie,WOODSTOCK,Barak Goodman,2019,TV-MA,97 min,"Documentaries, Music & Musicals","For the 50th anniversary of the legendary Woodstock festival, organizers and attendees reminisce about one of the defining moments of the 1960s."
5031,80162142,Movie,HOT PROPERTY,Max McGill,2016,TV-MA,82 min,"Comedies, Independent Movies","When a resourceful but flighty Londoner is threatened with eviction, she vows to do whatever it takes to defeat a greedy real estate agent."
5032,80175483,Movie,MISSION CONTROL: THE UNSUNG HEROES OF APOLLO,David Fairhead,2017,TV-14,100 min,Documentaries,"Combining archive footage with present-day interviews, this documentary explores how Apollo's mission control helped change the course of history."
5033,80100772,Movie,13 CAMERAS,Victor Zarcoff,2015,NR,90 min,"Horror Movies, Independent Movies, Thrillers","Young parents-to-be Claire and Ryan move into a suburban rental home, unaware that someone is secretly watching their every move via hidden cameras."
5035,80188580,Movie,CHOCOLATE CITY: VEGAS STRIP,Jean-Claude La Marre,2017,TV-MA,90 min,Dramas,"The exotic dancers from Chocolate City get back together for a trip to Las Vegas and a chance at $500,000 in prize money."
5036,80106737,Movie,LOS HEREDEROS,Jorge Hernandez Aldana,2015,TV-MA,71 min,"Dramas, International Movies","Spurred by boredom and peer pressure, a group of suburban teens becomes increasingly violent and find their paths intersecting those of their parents."
5037,80142058,Movie,NAKED,Michael Tiddes,2017,TV-14,97 min,"Comedies, Romantic Movies","Rob's madly in love and about to be married. Unfortunately, he's also naked, stuck in an elevator and caught in a time loop."
5038,70044256,Movie,JIM GAFFIGAN: BEYOND THE PALE,Michael Drumm,2005,TV-14,72 min,Stand-Up Comedy,"Comedian Jim Gaffigan cuts loose on a variety of topics, including Hot Pockets, holidays, Catholicism and his favorite activity: doing nothing."
5039,70113636,Movie,JIM GAFFIGAN: KING BABY,Troy Miller,2009,TV-PG,71 min,Stand-Up Comedy,"Jim Gaffigan offers up his take on bacon, bowling and other weighty topics in this stand-up performance filmed live in Austin on his 2008 comedy tour."
5040,70237054,Movie,JIM GAFFIGAN: MR. UNIVERSE,Jay Karas,2012,TV-14,77 min,Stand-Up Comedy,"Funnyman Jim Gaffigan offers up his unique take on everything from Disney World to overweight whales in this live show from Washington, D.C."
5041,70301469,Movie,JIM GAFFIGAN: OBSESSED,Jay Chapman,2014,TV-14,70 min,Stand-Up Comedy,"Comic Jim Gaffigan delivers his sardonic take on topics like eating, exercise, weddings and his five kids in this live stand-up special."
5045,81005454,Movie,BEYOND THE CLOUDS,Majid Majidi,2018,TV-14,120 min,"Dramas, Independent Movies, International Movies",A youthful drug dealer in Mumbai must change his ways when the sister who raised him is assaulted by her boss and imprisoned for defending herself.
5046,80995575,Movie,THE BIRTH REBORN,Eduardo Chauvet,2013,TV-14,91 min,"Documentaries, International Movies",Mothers and medical professionals speak about their experiences with the increasingly controversial practice of Caesarean deliveries in Brazil.
5047,80223371,Movie,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mike Newell,2018,TV-14,124 min,"Dramas, Romantic Movies",A London writer bonds with the colorful residents of Guernsey as she learns about the book club they formed during the WWII German occupation.
5048,80175147,Movie,THE PACKAGE,Jake Szymanski,2018,TV-MA,95 min,Comedies,"After their buddy suffers an unfortunate accident during spring break, four pals risk everything – including their dignity – to make him whole again."
5049,80239831,Movie,ZION,Floyd Russ,2018,TV-PG,12 min,"Documentaries, Sports Movies","Born without legs and stuck in foster care for years, teen Zion Clark finds his calling when he pursues competitive wrestling. A documentary short."
5050,80105356,Movie,ALIVE AND KICKING,Susan Glatzer,2016,TV-14,89 min,Documentaries,Take an inside look at swing dancing's continued prosperity and the lively and joyous personalities that make the art form so unique.
5051,70296443,Movie,DEMONIC,Will Canon,2015,R,83 min,"Horror Movies, Independent Movies","When amateur ghost hunters visit an abandoned house, their investigation turns into a massacre, leaving questions for a detective and a psychologist."
5052,80168033,Movie,SHOT! THE PSYCHO-SPIRITUAL MANTRA OF ROCK,Barney Clay,2016,TV-MA,98 min,"Documentaries, Music & Musicals",Aptly named iconic rock photographer Mick Rock reconstructs his journey through the thrilling and murky universe of rock 'n' roll history.
5053,80160346,Movie,THE SAINT,Ernie Barbarash,2017,TV-14,92 min,Action & Adventure,"Master thief Simon Templar – also known as the Saint – is hired by a wealthy banker to find his kidnapped daughter, but not all is as it seems."
5054,70121522,Movie,3 IDIOTS,Rajkumar Hirani,2009,PG-13,164 min,"Comedies, Dramas, International Movies","While attending one of India's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system."
5055,81065784,Movie,ARE WE DONE YET?,Khaled El Halafawy,2018,TV-14,87 min,"Comedies, Dramas, International Movies","When authorities arrest his young son, a taxi driver must convince the courts and rabid media that he's not the criminal they seek."
5056,80124099,Movie,BOYKA: UNDISPUTED,Todor Chapkanov,2016,R,90 min,Action & Adventure,The fourth film in the action franchise finds Boyka taking on brutal gangsters to protect the widow of a man he unintentionally killed in the ring.
5057,70119812,Movie,CLASH OF THE TITANS,Louis Leterrier,2010,PG-13,106 min,"Action & Adventure, Sci-Fi & Fantasy","If he is to save the life of the beautiful Princess Andromeda, the valiant Perseus must battle a host of powerful, beastly enemies."
5058,60032685,Movie,DARNA MANA HAI,Prawal Raman,2003,TV-MA,116 min,"Horror Movies, International Movies, Thrillers","Stranded in a jungle when their car breaks down, six friends pass their time exchanging horror stories, unaware that they may be part of one themselves."
5059,70006816,Movie,EK HASINA THI,Sriram Raghavan,2004,TV-MA,134 min,"Dramas, International Movies, Thrillers","Imprisoned for underworld crimes she didn’t commit, a vengeful woman breaks free and goes scorched earth on the smooth-talking suitor who framed her."
5060,70236587,Movie,FERRARI KI SAWAARI,Rajesh Mapuskar,2012,TV-PG,133 min,"Comedies, International Movies, Sports Movies",A father winds up involved with a stolen Ferrari as he tries to acquire the money to send his son to the leading cricket academy.
