id,year_film,year_award,ceremony,category,nominee,title,win
7439,2015,2016,73,Best Television Limited Series or Motion Picture Made for Television,American Crime,AMERICAN CRIME,False
7440,2015,2016,73,Best Television Limited Series or Motion Picture Made for Television,American Horror Story: Hotel,AMERICAN HORROR STORY: HOTEL,False
7441,2015,2016,73,Best Television Limited Series or Motion Picture Made for Television,Fargo,FARGO,False
7442,2015,2016,73,Best Television Limited Series or Motion Picture Made for Television,Flesh & Bone,FLESH & BONE,False
7443,2015,2016,73,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Lady Gaga,AMERICAN HORROR STORY: HOTEL,True
7444,2015,2016,73,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Sarah Hay,FLESH & BONE,False
7445,2015,2016,73,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Felicity Huffman,AMERICAN CRIME,False
7446,2015,2016,73,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Queen Latifah,BESSIE,False
7447,2015,2016,73,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Kirsten Dunst,FARGO,False
7448,2015,2016,73,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Oscar Isaac,SHOW ME A HERO,True
7449,2015,2016,73,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Patrick Wilson,FARGO,False
7450,2015,2016,73,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Idris Elba,LUTHER,False
7451,2015,2016,73,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,David Oyelowo,NIGHTINGALE,False
7452,2015,2016,73,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Mark Rylance,WOLF HALL,False
7453,2015,2016,73,Best Performance by an Actress In A Television Series - Drama,Taraji P. Henson,EMPIRE,True
7454,2015,2016,73,Best Performance by an Actress In A Television Series - Drama,Caitriona Balfe,OUTLANDER,False
7455,2015,2016,73,Best Performance by an Actress In A Television Series - Drama,Eva Green,PENNY DREADFUL,False
7456,2015,2016,73,Best Performance by an Actress In A Television Series - Drama,Robin Wright,HOUSE OF CARDS,False
7457,2015,2016,73,Best Performance by an Actress In A Television Series - Drama,Viola Davis,HOW TO GET AWAY WITH MURDER,False
7458,2015,2016,73,Best Performance by an Actor In A Television Series - Drama,Jon Hamm,MAD MEN,True
7459,2015,2016,73,Best Performance by an Actor In A Television Series - Drama,Wagner Moura,NARCOS,False
7460,2015,2016,73,Best Performance by an Actor In A Television Series - Drama,Liev Schreiber,RAY DONOVAN,False
7461,2015,2016,73,Best Performance by an Actor In A Television Series - Drama,Bob Odenkirk,BETTER CALL SAUL,False
7462,2015,2016,73,Best Performance by an Actor In A Television Series - Drama,Rami Malek,MR. ROBOT,False
7463,2015,2016,73,Best Performance by an Actress in a Television Series - Musical or Comedy,Rachel Bloom,CRAZY EX-GIRLFRIEND,True
7464,2015,2016,73,Best Performance by an Actress in a Television Series - Musical or Comedy,Lily Tomlin,GRACE AND FRANKIE,False
7465,2015,2016,73,Best Performance by an Actress in a Television Series - Musical or Comedy,Gina Rodriguez,JANE THE VIRGIN,False
7466,2015,2016,73,Best Performance by an Actress in a Television Series - Musical or Comedy,Jamie Lee Curtis,SCREAM QUEENS,False
7467,2015,2016,73,Best Performance by an Actress in a Television Series - Musical or Comedy,Julia Louis-Dreyfus,VEEP,False
7468,2015,2016,73,Best Performance by an Actor in a Television Series - Musical or Comedy,Gael García Bernal,MOZART IN THE JUNGLE,True
7469,2015,2016,73,Best Performance by an Actor in a Television Series - Musical or Comedy,Jeffrey Tambor,TRANSPARENT,False
7470,2015,2016,73,Best Performance by an Actor in a Television Series - Musical or Comedy,Patrick Stewart,BLUNT TALK,False
7471,2015,2016,73,Best Performance by an Actor in a Television Series - Musical or Comedy,Aziz Ansari,MASTER OF NONE,False
7472,2015,2016,73,Best Performance by an Actor in a Television Series - Musical or Comedy,Rob Lowe,THE GRINDER,False
7473,2015,2016,73,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Maura Tierney,THE AFFAIR,True
7474,2015,2016,73,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Regina King,AMERICAN CRIME,False
7475,2015,2016,73,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Joanne Froggatt,DOWNTON ABBEY,False
7476,2015,2016,73,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Uzo Aduba,ORANGE IS THE NEW BLACK,False
7477,2015,2016,73,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Judith Light,TRANSPARENT,False
7478,2015,2016,73,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Christian Slater,MR. ROBOT,True
7479,2015,2016,73,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Tobias Menzies,OUTLANDER,False
7480,2015,2016,73,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Alan Cumming,ALAN CUMMING,False
7481,2015,2016,73,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Damian Lewis,WOLF HALL,False
7482,2015,2016,73,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ben Mendelsohn,BLOODLINE,False
7483,2015,2016,73,Cecil B. deMille Award,Denzel Washington,DENZEL WASHINGTON,False
7484,2016,2017,74,Best Motion Picture - Drama,Moonlight,MOONLIGHT,True
7485,2016,2017,74,Best Motion Picture - Drama,Hell or High Water,HELL OR HIGH WATER,False
7486,2016,2017,74,Best Motion Picture - Drama,Lion,LION,False
7487,2016,2017,74,Best Motion Picture - Drama,Manchester by the Sea,MANCHESTER BY THE SEA,False
7488,2016,2017,74,Best Motion Picture - Drama,Hacksaw Ridge,HACKSAW RIDGE,False
7489,2016,2017,74,Best Motion Picture - Musical or Comedy,La La Land,LA LA LAND,True
7490,2016,2017,74,Best Motion Picture - Musical or Comedy,20th Century Women,20TH CENTURY WOMEN,False
7491,2016,2017,74,Best Motion Picture - Musical or Comedy,Deadpool,DEADPOOL,False
7492,2016,2017,74,Best Motion Picture - Musical or Comedy,Florence Foster Jenkins,FLORENCE FOSTER JENKINS,False
7493,2016,2017,74,Best Motion Picture - Musical or Comedy,Sing Street,SING STREET,False
7494,2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Isabelle Huppert,ELLE,True
7495,2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Amy Adams,ARRIVAL,False
7496,2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Jessica Chastain,MISS SLOANE,False
7497,2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Ruth Negga,LOVING,False
7498,2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Natalie Portman,JACKIE,False
7499,2016,2017,74,Best Performance by an Actor in a Motion Picture - Drama,Casey Affleck,MANCHESTER BY THE SEA,True
7500,2016,2017,74,Best Performance by an Actor in a Motion Picture - Drama,Joel Edgerton,LOVING,False
7501,2016,2017,74,Best Performance by an Actor in a Motion Picture - Drama,Andrew Garfield,HACKSAW RIDGE,False
7502,2016,2017,74,Best Performance by an Actor in a Motion Picture - Drama,Viggo Mortensen,CAPTAIN FANTASTIC,False
7503,2016,2017,74,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington,FENCES,False
7504,2016,2017,74,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Stone,LA LA LAND,True
7505,2016,2017,74,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Annette Bening,20TH CENTURY WOMEN,False
7506,2016,2017,74,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Lily Collins,RULES DON'T APPLY,False
7507,2016,2017,74,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Hailee Steinfeld,THE EDGE OF SEVENTEEN,False
7508,2016,2017,74,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,FLORENCE FOSTER JENKINS,False
7509,2016,2017,74,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ryan Gosling,LA LA LAND,True
7510,2016,2017,74,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Colin Farrell,THE LOBSTER,False
7511,2016,2017,74,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Hugh Grant,FLORENCE FOSTER JENKINS,False
7512,2016,2017,74,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jonah Hill,WAR DOGS,False
7513,2016,2017,74,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ryan Reynolds,DEADPOOL,False
7514,2016,2017,74,Best Performance by an Actress in a Supporting Role in any Motion Picture,Viola Davis,FENCES,True
7515,2016,2017,74,Best Performance by an Actress in a Supporting Role in any Motion Picture,Naomie Harris,MOONLIGHT,False
7516,2016,2017,74,Best Performance by an Actress in a Supporting Role in any Motion Picture,Nicole Kidman,LION,False
7517,2016,2017,74,Best Performance by an Actress in a Supporting Role in any Motion Picture,Octavia Spencer,HIDDEN FIGURES,False
7518,2016,2017,74,Best Performance by an Actress in a Supporting Role in any Motion Picture,Michelle Williams,MANCHESTER BY THE SEA,False
7519,2016,2017,74,Best Performance by an Actor in a Supporting Role in any Motion Picture,Aaron Taylor-Johnson,NOCTURNAL ANIMALS,True
7520,2016,2017,74,Best Performance by an Actor in a Supporting Role in any Motion Picture,Mahershala Ali,MOONLIGHT,False
7521,2016,2017,74,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jeff Bridges,HELL OR HIGH WATER,False
7522,2016,2017,74,Best Performance by an Actor in a Supporting Role in any Motion Picture,Simon Helberg,FLORENCE FOSTER JENKINS,False
7523,2016,2017,74,Best Performance by an Actor in a Supporting Role in any Motion Picture,Dev Patel,LION,False
7524,2016,2017,74,Best Director - Motion Picture,Damien Chazelle,LA LA LAND,True
7525,2016,2017,74,Best Director - Motion Picture,Barry Jenkins,MOONLIGHT,False
7526,2016,2017,74,Best Director - Motion Picture,Kenneth Lonergan,MANCHESTER BY THE SEA,False
7527,2016,2017,74,Best Director - Motion Picture,Tom Ford,NOCTURNAL ANIMALS,False
7528,2016,2017,74,Best Director - Motion Picture,Mel Gibson,HACKSAW RIDGE,False
7529,2016,2017,74,Best Screenplay - Motion Picture,Damien Chazelle,LA LA LAND,True
7530,2016,2017,74,Best Screenplay - Motion Picture,Tom Ford,NOCTURNAL ANIMALS,False
7531,2016,2017,74,Best Screenplay - Motion Picture,Barry Jenkins,MOONLIGHT,False
7532,2016,2017,74,Best Screenplay - Motion Picture,Kenneth Lonergan,MANCHESTER BY THE SEA,False
7533,2016,2017,74,Best Screenplay - Motion Picture,Taylor Sheridan,HELL OR HIGH WATER,False
7534,2016,2017,74,Best Motion Picture - Animated,Zootopia,ZOOTOPIA,True
7535,2016,2017,74,Best Motion Picture - Animated,Kubo and the Two Strings,KUBO AND THE TWO STRINGS,False
7536,2016,2017,74,Best Motion Picture - Animated,Moana,MOANA,False
7537,2016,2017,74,Best Motion Picture - Animated,My Life as a Zucchini,MY LIFE AS A ZUCCHINI,False
7538,2016,2017,74,Best Motion Picture - Animated,Sing,SING,False
7539,2016,2017,74,Best Motion Picture - Foreign Language,Elle,"FRANCE, PAUL VERHOEVEN",True
7540,2016,2017,74,Best Motion Picture - Foreign Language,Divines,"FRANCE, HOUDA BENYAMINA",False
7541,2016,2017,74,Best Motion Picture - Foreign Language,Neruda,"CHILE, PABLO LARRAÍN",False
7542,2016,2017,74,Best Motion Picture - Foreign Language,The Salesman,"IRAN, ASGHAR FARHADI ",False
7543,2016,2017,74,Best Motion Picture - Foreign Language,Toni Erdmann,"GERMANY, MAREN ADE",False
7544,2016,2017,74,Best Original Score - Motion Picture,Justin Hurwitz,LA LA LAND,True
7545,2016,2017,74,Best Original Score - Motion Picture,Nicholas Britell,MOONLIGHT,False
7546,2016,2017,74,Best Original Score - Motion Picture,Jóhann Jóhannsson,ARRIVAL,False
7547,2016,2017,74,Best Original Score - Motion Picture,"Dustin O'Halloran, Hauschka",LION,False
7548,2016,2017,74,Best Original Score - Motion Picture,"Hans Zimmer, Pharrell Williams, Benjamin Wallfisch",HIDDEN FIGURES,False
7549,2016,2017,74,Best Original Song - Motion Picture,"""City of Stars"", Justin Hurwitz, Benj Pasek, Justin Paul",LA LA LAND,True
7550,2016,2017,74,Best Original Song - Motion Picture,"""Gold"", Iggy Pop, Danger Mouse, Daniel Pemberton, Stephen Gaghan",GOLD,False
7551,2016,2017,74,Best Original Song - Motion Picture,"""How Far I'll Go"", Lin-Manuel Miranda",MOANA,False
7552,2016,2017,74,Best Original Song - Motion Picture,"""Can't Stop the Feeling!"", Justin Timberlake, Max Martin, Shellback",TROLLS,False
7553,2016,2017,74,Best Original Song - Motion Picture,"""Faith"", Stevie Wonder, Ryan Tedder, Francis and the Lights",SING,False
7554,2016,2017,74,Best Television Series - Drama,"Crown, The ","CROWN, THE ",True
7555,2016,2017,74,Best Television Series - Drama,Game of Thrones,GAME OF THRONES,False
7556,2016,2017,74,Best Television Series - Drama,Stranger Things,STRANGER THINGS,False
7557,2016,2017,74,Best Television Series - Drama,This Is Us,THIS IS US,False
7558,2016,2017,74,Best Television Series - Drama,Westworld,WESTWORLD,False
7559,2016,2017,74,Best Television Series - Musical or Comedy,Atlanta,ATLANTA,True
7560,2016,2017,74,Best Television Series - Musical or Comedy,Veep,VEEP,False
7561,2016,2017,74,Best Television Series - Musical or Comedy,Black-ish,BLACK-ISH,False
7562,2016,2017,74,Best Television Series - Musical or Comedy,Mozart in the Jungle,MOZART IN THE JUNGLE,False
7563,2016,2017,74,Best Television Series - Musical or Comedy,Transparent,TRANSPARENT,False
7564,2016,2017,74,Best Television Limited Series or Motion Picture Made for Television,The People v. O.J. Simpson: American Crime Story,THE PEOPLE V. O.J. SIMPSON: AMERICAN CRIME STORY,True
7565,2016,2017,74,Best Television Limited Series or Motion Picture Made for Television,The Night Of,THE NIGHT OF,False
7566,2016,2017,74,Best Television Limited Series or Motion Picture Made for Television,American Crime,AMERICAN CRIME,False
7567,2016,2017,74,Best Television Limited Series or Motion Picture Made for Television,The Dresser,THE DRESSER,False
7568,2016,2017,74,Best Television Limited Series or Motion Picture Made for Television,The Night Manager,THE NIGHT MANAGER,False
7569,2016,2017,74,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Sarah Paulson,THE PEOPLE V. O.J. SIMPSON: AMERICAN CRIME STORY,True
7570,2016,2017,74,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Felicity Huffman,AMERICAN CRIME,False
7571,2016,2017,74,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Riley Keough,THE GIRLFRIEND EXPERIENCE,False
7572,2016,2017,74,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Charlotte Rampling,LONDON SPY,False
7573,2016,2017,74,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Kerry Washington,CONFIRMATION,False
7574,2016,2017,74,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Tom Hiddleston,THE NIGHT MANAGER,True
7575,2016,2017,74,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Courtney B. Vance,THE PEOPLE V. O.J. SIMPSON: AMERICAN CRIME STORY,False
7576,2016,2017,74,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Riz Ahmed,THE NIGHT OF,False
7577,2016,2017,74,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Bryan Cranston,ALL THE WAY,False
7578,2016,2017,74,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,John Turturro,THE NIGHT OF,False
7579,2016,2017,74,Best Performance by an Actress In A Television Series - Drama,Claire Foy,"CROWN, THE ",True
7580,2016,2017,74,Best Performance by an Actress In A Television Series - Drama,Caitriona Balfe,OUTLANDER,False
7581,2016,2017,74,Best Performance by an Actress In A Television Series - Drama,Keri Russell,THE AMERICANS,False
7582,2016,2017,74,Best Performance by an Actress In A Television Series - Drama,Winona Ryder,STRANGER THINGS,False
7583,2016,2017,74,Best Performance by an Actress In A Television Series - Drama,Evan Rachel Wood,WESTWORLD,False
7584,2016,2017,74,Best Performance by an Actor In A Television Series - Drama,Billy Bob Thornton,GOLIATH,True
7585,2016,2017,74,Best Performance by an Actor In A Television Series - Drama,Rami Malek,MR. ROBOT,False
7586,2016,2017,74,Best Performance by an Actor In A Television Series - Drama,Bob Odenkirk,BETTER CALL SAUL,False
7587,2016,2017,74,Best Performance by an Actor In A Television Series - Drama,Matthew Rhys,THE AMERICANS,False
7588,2016,2017,74,Best Performance by an Actor In A Television Series - Drama,Liev Schreiber,RAY DONOVAN,False
7589,2016,2017,74,Best Performance by an Actress in a Television Series - Musical or Comedy,Tracee Ellis Ross,BLACK-ISH,True
7590,2016,2017,74,Best Performance by an Actress in a Television Series - Musical or Comedy,Julia Louis-Dreyfus,VEEP,False
7591,2016,2017,74,Best Performance by an Actress in a Television Series - Musical or Comedy,Sarah Jessica Parker,DIVORCE,False
7592,2016,2017,74,Best Performance by an Actress in a Television Series - Musical or Comedy,Issa Rae,INSECURE,False
7593,2016,2017,74,Best Performance by an Actress in a Television Series - Musical or Comedy,Gina Rodriguez,JANE THE VIRGIN,False
7594,2016,2017,74,Best Performance by an Actress in a Television Series - Musical or Comedy,Rachel Bloom,CRAZY EX-GIRLFRIEND,False
7595,2016,2017,74,Best Performance by an Actor in a Television Series - Musical or Comedy,Donald Glover,ATLANTA,True
7596,2016,2017,74,Best Performance by an Actor in a Television Series - Musical or Comedy,Anthony Anderson,BLACK-ISH,False
7597,2016,2017,74,Best Performance by an Actor in a Television Series - Musical or Comedy,Gael García Bernal,MOZART IN THE JUNGLE,False
7598,2016,2017,74,Best Performance by an Actor in a Television Series - Musical or Comedy,Nick Nolte,GRAVES,False
7599,2016,2017,74,Best Performance by an Actor in a Television Series - Musical or Comedy,Jeffrey Tambor,TRANSPARENT,False
7600,2016,2017,74,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Olivia Colman,THE NIGHT MANAGER,True
7601,2016,2017,74,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Lena Headey,GAME OF THRONES,False
7602,2016,2017,74,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Chrissy Metz,THIS IS US,False
7603,2016,2017,74,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Mandy Moore,THIS IS US,False
7604,2016,2017,74,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Thandie Newton,WESTWORLD,False
7605,2016,2017,74,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Hugh Laurie,THE NIGHT MANAGER,True
7606,2016,2017,74,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Lithgow,"CROWN, THE ",False
7607,2016,2017,74,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Christian Slater,MR. ROBOT,False
7608,2016,2017,74,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Travolta,THE PEOPLE V. O.J. SIMPSON: AMERICAN CRIME STORY,False
7609,2016,2017,74,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sterling K. Brown,THE PEOPLE V. O.J. SIMPSON: AMERICAN CRIME STORY,False
7610,2016,2017,74,Cecil B. deMille Award,Meryl Streep,MERYL STREEP,False
7611,2017,2018,75,Best Motion Picture - Drama,"Three Billboards Outside Ebbing, Missouri","THREE BILLBOARDS OUTSIDE EBBING, MISSOURI",True
7612,2017,2018,75,Best Motion Picture - Drama,Call Me By Your Name,CALL ME BY YOUR NAME,False
7613,2017,2018,75,Best Motion Picture - Drama,Dunkirk,DUNKIRK,False
7614,2017,2018,75,Best Motion Picture - Drama,The Post,THE POST,False
7615,2017,2018,75,Best Motion Picture - Drama,The Shape of Water,THE SHAPE OF WATER,False
7616,2017,2018,75,Best Motion Picture - Musical or Comedy,Lady Bird,LADY BIRD,True
7617,2017,2018,75,Best Motion Picture - Musical or Comedy,"Disaster Artist, The ","DISASTER ARTIST, THE ",False
7618,2017,2018,75,Best Motion Picture - Musical or Comedy,Get Out,GET OUT,False
7619,2017,2018,75,Best Motion Picture - Musical or Comedy,The Greatest Showman,THE GREATEST SHOWMAN,False
7620,2017,2018,75,Best Motion Picture - Musical or Comedy,"I, Tonya","I, TONYA",False
7621,2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Frances McDormand,"THREE BILLBOARDS OUTSIDE EBBING, MISSOURI",True
7622,2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,THE POST,False
7623,2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Michelle Williams,ALL THE MONEY IN THE WORLD,False
7624,2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Jessica Chastain,MOLLY'S GAME,False
7625,2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Sally Hawkins,THE SHAPE OF WATER,False
7626,2017,2018,75,Best Performance by an Actor in a Motion Picture - Drama,Gary Oldman,DARKEST HOUR,True
7627,2017,2018,75,Best Performance by an Actor in a Motion Picture - Drama,Timothée Chalamet,CALL ME BY YOUR NAME,False
7628,2017,2018,75,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis,PHANTOM THREAD,False
7629,2017,2018,75,Best Performance by an Actor in a Motion Picture - Drama,Tom Hanks,THE POST,False
7630,2017,2018,75,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington,"ROMAN J. ISRAEL, ESQ.",False
7631,2017,2018,75,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Saoirse Ronan,LADY BIRD,True
7632,2017,2018,75,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Judi Dench,VICTORIA & ABDUL,False
7633,2017,2018,75,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Helen Mirren,"LEISURE SEEKER, THE ",False
7634,2017,2018,75,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Margot Robbie,"I, TONYA",False
7635,2017,2018,75,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Stone,BATTLE OF THE SEXES,False
7636,2017,2018,75,Best Performance by an Actor in a Motion Picture - Musical or Comedy,James Franco,"DISASTER ARTIST, THE ",True
7637,2017,2018,75,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Hugh Jackman,THE GREATEST SHOWMAN,False
7638,2017,2018,75,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Daniel Kaluuya,GET OUT,False
7639,2017,2018,75,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Steve Carell,BATTLE OF THE SEXES,False
7640,2017,2018,75,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ansel Elgort,BABY DRIVER,False
7641,2017,2018,75,Best Performance by an Actress in a Supporting Role in any Motion Picture,Allison Janney,"I, TONYA",True
7642,2017,2018,75,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mary J. Blige,MUDBOUND,False
7643,2017,2018,75,Best Performance by an Actress in a Supporting Role in any Motion Picture,Hong Chau,DOWNSIZING,False
7644,2017,2018,75,Best Performance by an Actress in a Supporting Role in any Motion Picture,Laurie Metcalf,LADY BIRD,False
7645,2017,2018,75,Best Performance by an Actress in a Supporting Role in any Motion Picture,Octavia Spencer,THE SHAPE OF WATER,False
7646,2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sam Rockwell,"THREE BILLBOARDS OUTSIDE EBBING, MISSOURI",True
7647,2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Willem Dafoe,"FLORIDA PROJECT, THE ",False
7648,2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Armie Hammer,CALL ME BY YOUR NAME,False
7649,2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Richard Jenkins,THE SHAPE OF WATER,False
7650,2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Christopher Plummer,ALL THE MONEY IN THE WORLD,False
7651,2017,2018,75,Best Director - Motion Picture,Guillermo del Toro,THE SHAPE OF WATER,True
7652,2017,2018,75,Best Director - Motion Picture,Ridley Scott,ALL THE MONEY IN THE WORLD,False
7653,2017,2018,75,Best Director - Motion Picture,Steven Spielberg,THE POST,False
7654,2017,2018,75,Best Director - Motion Picture,Martin McDonagh,"THREE BILLBOARDS OUTSIDE EBBING, MISSOURI",False
7655,2017,2018,75,Best Director - Motion Picture,Christopher Nolan,DUNKIRK,False
7656,2017,2018,75,Best Screenplay - Motion Picture,Martin McDonagh,"THREE BILLBOARDS OUTSIDE EBBING, MISSOURI",True
7657,2017,2018,75,Best Screenplay - Motion Picture,"Guillermo del Toro, Vanessa Taylor",THE SHAPE OF WATER,False
7658,2017,2018,75,Best Screenplay - Motion Picture,Greta Gerwig,LADY BIRD,False
7659,2017,2018,75,Best Screenplay - Motion Picture,"Liz Hannah, Josh Singer",THE POST,False
7660,2017,2018,75,Best Screenplay - Motion Picture,Aaron Sorkin,MOLLY'S GAME,False
7661,2017,2018,75,Best Motion Picture - Animated,Coco,COCO,True
7662,2017,2018,75,Best Motion Picture - Animated,Loving Vincent,LOVING VINCENT,False
7663,2017,2018,75,Best Motion Picture - Animated,"Boss Baby, The ","BOSS BABY, THE ",False
7664,2017,2018,75,Best Motion Picture - Animated,"Breadwinner, The ","BREADWINNER, THE ",False
7665,2017,2018,75,Best Motion Picture - Animated,Ferdinand,FERDINAND,False
7666,2017,2018,75,Best Motion Picture - Foreign Language,In The Fade,"GERMANY, FATIH AKIN",True
7667,2017,2018,75,Best Motion Picture - Foreign Language,A Fantastic Woman,"CHILE, SEBASTIÁN LELIO",False
7668,2017,2018,75,Best Motion Picture - Foreign Language,First They Killed My Father,"CAMBODIA, ANGELINA JOLIE",False
7669,2017,2018,75,Best Motion Picture - Foreign Language,Loveless,"RUSSIA, ANDREY ZVYAGINTSEV ",False
7670,2017,2018,75,Best Motion Picture - Foreign Language,The Square,"SWEDEN, RUBEN ÖSTLUND",False
7671,2017,2018,75,Best Original Score - Motion Picture,Alexandre Desplat,THE SHAPE OF WATER,True
7672,2017,2018,75,Best Original Score - Motion Picture,Carter Burwell,"THREE BILLBOARDS OUTSIDE EBBING, MISSOURI",False
7673,2017,2018,75,Best Original Score - Motion Picture,Jonny Greenwood,PHANTOM THREAD,False
7674,2017,2018,75,Best Original Score - Motion Picture,John Williams,THE POST,False
7675,2017,2018,75,Best Original Score - Motion Picture,Hans Zimmer,DUNKIRK,False
7676,2017,2018,75,Best Original Song - Motion Picture,"""This Is Me"", Justin Paul, Benj Pasek",THE GREATEST SHOWMAN,True
7677,2017,2018,75,Best Original Song - Motion Picture,"""The Star"", Mariah Carey, Marc Shaiman",THE STAR,False
7678,2017,2018,75,Best Original Song - Motion Picture,"""Home"", Nick Jonas, Justin Tranter, Nick Monson",FERDINAND,False
7679,2017,2018,75,Best Original Song - Motion Picture,"""Mighty River"", Raphael Saadiq, Taura Stinson, Mary J. Blige",MUDBOUND,False
7680,2017,2018,75,Best Original Song - Motion Picture,"""Remember Me"", Kristen Anderson Lopez, Robert Lopez",COCO,False
7681,2017,2018,75,Best Television Series - Drama,"Handmaid's Tale, The ","HANDMAID'S TALE, THE ",True
7682,2017,2018,75,Best Television Series - Drama,"Crown, The ","CROWN, THE ",False
7683,2017,2018,75,Best Television Series - Drama,Game of Thrones,GAME OF THRONES,False
7684,2017,2018,75,Best Television Series - Drama,Stranger Things,STRANGER THINGS,False
