year_film,year_award,ceremony,category,nominee,title,win
2014,2015,72,Best Motion Picture - Drama,Boyhood,,TRUE
2014,2015,72,Best Motion Picture - Drama,The Imitation Game,,FALSE
2014,2015,72,Best Motion Picture - Drama,Selma,,FALSE
2014,2015,72,Best Motion Picture - Drama,Foxcatcher,,FALSE
2014,2015,72,Best Motion Picture - Drama,The Theory of Everything,,FALSE
2014,2015,72,Best Motion Picture - Musical or Comedy,"Grand Budapest Hotel, The",,TRUE
2014,2015,72,Best Motion Picture - Musical or Comedy,Into the Woods,,FALSE
2014,2015,72,Best Motion Picture - Musical or Comedy,St. Vincent,,FALSE
2014,2015,72,Best Motion Picture - Musical or Comedy,Pride,,FALSE
2014,2015,72,Best Motion Picture - Musical or Comedy,Birdman,,FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Julianne Moore,Still Alice,TRUE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Jennifer Aniston,Cake,FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Felicity Jones,The Theory of Everything,FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Rosamund Pike,Gone Girl,FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Reese Witherspoon,Wild,FALSE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,Eddie Redmayne,The Theory of Everything,TRUE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,Steve Carell,Foxcatcher,FALSE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,Jake Gyllenhaal,Nightcrawler,FALSE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,Benedict Cumberbatch,The Imitation Game,FALSE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,David Oyelowo,Selma,FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Amy Adams,Big Eyes,TRUE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emily Blunt,Into the Woods,FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Helen Mirren,"Hundred-Foot Journey, The",FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julianne Moore,Maps To The Stars,FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Quvenzhané Wallis,Annie (2014),FALSE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Michael Keaton,Birdman,TRUE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ralph Fiennes,"Grand Budapest Hotel, The",FALSE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Christoph Waltz,Big Eyes,FALSE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bill Murray,St. Vincent,FALSE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Joaquin Phoenix,Inherent Vice,FALSE
2014,2015,72,Best Performance by an Actress in a Supporting Role in any Motion Picture,Patricia Arquette,Boyhood,TRUE
2014,2015,72,Best Performance by an Actress in a Supporting Role in any Motion Picture,Emma Stone,Birdman,FALSE
2014,2015,72,Best Performance by an Actress in a Supporting Role in any Motion Picture,Keira Knightley,The Imitation Game,FALSE
2014,2015,72,Best Performance by an Actress in a Supporting Role in any Motion Picture,Meryl Streep,Into the Woods,FALSE
2014,2015,72,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jessica Chastain,A Most Violent Year,FALSE
2014,2015,72,Best Performance by an Actor in a Supporting Role in any Motion Picture,J.K. Simmons,Whiplash,TRUE
2014,2015,72,Best Performance by an Actor in a Supporting Role in any Motion Picture,Mark Ruffalo,Foxcatcher,FALSE
2014,2015,72,Best Performance by an Actor in a Supporting Role in any Motion Picture,Robert Duvall,"Judge, The",FALSE
2014,2015,72,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ethan Hawke,Boyhood,FALSE
2014,2015,72,Best Performance by an Actor in a Supporting Role in any Motion Picture,Edward Norton,Birdman,FALSE
2014,2015,72,Best Director - Motion Picture,Richard Linklater,Boyhood,TRUE
2014,2015,72,Best Director - Motion Picture,Alejandro González Iñárritu,Birdman,FALSE
2014,2015,72,Best Director - Motion Picture,David Fincher,Gone Girl,FALSE
2014,2015,72,Best Director - Motion Picture,Wes Anderson,"Grand Budapest Hotel, The",FALSE
2014,2015,72,Best Director - Motion Picture,Ava DuVernay,Selma,FALSE
2014,2015,72,Best Screenplay - Motion Picture,"Alejandro González Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Armando Bo",Birdman,TRUE
2014,2015,72,Best Screenplay - Motion Picture,Graham Moore,The Imitation Game,FALSE
2014,2015,72,Best Screenplay - Motion Picture,Gillian Flynn,Gone Girl,FALSE
2014,2015,72,Best Screenplay - Motion Picture,Wes Anderson,"Grand Budapest Hotel, The",FALSE
2014,2015,72,Best Screenplay - Motion Picture,Richard Linklater,Boyhood,FALSE
2014,2015,72,Best Motion Picture - Animated,How to Train Your Dragon 2,,TRUE
2014,2015,72,Best Motion Picture - Animated,Big Hero 6,,FALSE
2014,2015,72,Best Motion Picture - Animated,"Book of Life, The",,FALSE
2014,2015,72,Best Motion Picture - Animated,"Boxtrolls, The",,FALSE
2014,2015,72,Best Motion Picture - Animated,"LEGO Movie, The",,FALSE
2014,2015,72,Best Motion Picture - Foreign Language,Leviathan,"Russia, Andrey Zvyagintsev ",TRUE
2014,2015,72,Best Motion Picture - Foreign Language,Gett: The Trial of Viviane Amsalem,"Israel, Ronit Elkabetz, Shlomi Elkabetz",FALSE
2014,2015,72,Best Motion Picture - Foreign Language,Ida,"Poland, Denmark, Pawel Pawlikowski",FALSE
2014,2015,72,Best Motion Picture - Foreign Language,Tangerines,"Estonia, Zaza Urushadze",FALSE
2014,2015,72,Best Motion Picture - Foreign Language,Force Majeure,"Sweden, Ruben Östlund",FALSE
2014,2015,72,Best Original Score - Motion Picture,Jóhann Jóhannsson,The Theory of Everything,TRUE
2014,2015,72,Best Original Score - Motion Picture,Antonio Sanchez,Birdman,FALSE
2014,2015,72,Best Original Score - Motion Picture,Alexandre Desplat,The Imitation Game,FALSE
2014,2015,72,Best Original Score - Motion Picture,"Trent Reznor, Atticus Ross",Gone Girl,FALSE
2014,2015,72,Best Original Score - Motion Picture,Hans Zimmer,Interstellar,FALSE
2014,2015,72,Best Original Song - Motion Picture,"""Glory"", Common, John Legend",Selma,TRUE
2014,2015,72,Best Original Song - Motion Picture,"""Big Eyes"", Lana Del Rey, Daniel Heath",Big Eyes,FALSE
2014,2015,72,Best Original Song - Motion Picture,"""Yellow Flicker Beat"", Lorde, Joel Little",The Hunger Games: Mockingjay - Part 1,FALSE
2014,2015,72,Best Original Song - Motion Picture,"""Mercy Is"", Patti Smith, Lenny Kaye",Noah,FALSE
2014,2015,72,Best Original Song - Motion Picture,"""Opportunity"", Sia, Will Gluck, Greg Kurstin",Annie (2014),FALSE
2014,2015,72,Best Television Series - Drama,"Affair, The",,TRUE
2014,2015,72,Best Television Series - Drama,House of Cards,,FALSE
2014,2015,72,Best Television Series - Drama,Downton Abbey,,FALSE
2014,2015,72,Best Television Series - Drama,Game of Thrones,,FALSE
2014,2015,72,Best Television Series - Drama,The Good Wife,,FALSE
2014,2015,72,Best Television Series - Musical or Comedy,Transparent,,TRUE
2014,2015,72,Best Television Series - Musical or Comedy,Orange is the New Black,,FALSE
2014,2015,72,Best Television Series - Musical or Comedy,Girls,,FALSE
2014,2015,72,Best Television Series - Musical or Comedy,Jane The Virgin,,FALSE
2014,2015,72,Best Television Series - Musical or Comedy,Silicon Valley,,FALSE
2014,2015,72,Best Television Limited Series or Motion Picture Made for Television,Fargo,,TRUE
2014,2015,72,Best Television Limited Series or Motion Picture Made for Television,True Detective,,FALSE
2014,2015,72,Best Television Limited Series or Motion Picture Made for Television,The Normal Heart,,FALSE
2014,2015,72,Best Television Limited Series or Motion Picture Made for Television,Olive Kitteridge,,FALSE
2014,2015,72,Best Television Limited Series or Motion Picture Made for Television,The Missing,,FALSE
2014,2015,72,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Maggie Gyllenhaal,"Honourable Woman, The",TRUE
2014,2015,72,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Allison Tolman,Fargo,FALSE
2014,2015,72,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Frances McDormand,Olive Kitteridge,FALSE
2014,2015,72,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jessica Lange,American Horror Story: Freak Show,FALSE
2014,2015,72,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Frances O'Connor,The Missing,FALSE
2014,2015,72,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Billy Bob Thornton,Fargo,TRUE
2014,2015,72,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Woody Harrelson,True Detective,FALSE
2014,2015,72,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Matthew McConaughey,True Detective,FALSE
2014,2015,72,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Mark Ruffalo,The Normal Heart,FALSE
2014,2015,72,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Martin Freeman,Fargo,FALSE
2014,2015,72,Best Performance by an Actress In A Television Series - Drama,Ruth Wilson,"Affair, The",TRUE
2014,2015,72,Best Performance by an Actress In A Television Series - Drama,Julianna Margulies,The Good Wife,FALSE
2014,2015,72,Best Performance by an Actress In A Television Series - Drama,Robin Wright,House of Cards,FALSE
2014,2015,72,Best Performance by an Actress In A Television Series - Drama,Claire Danes,Homeland,FALSE
2014,2015,72,Best Performance by an Actress In A Television Series - Drama,Viola Davis,How To Get Away With Murder,FALSE
2014,2015,72,Best Performance by an Actor In A Television Series - Drama,Kevin Spacey,House of Cards,TRUE
2014,2015,72,Best Performance by an Actor In A Television Series - Drama,James Spader,"Blacklist, The",FALSE
2014,2015,72,Best Performance by an Actor In A Television Series - Drama,Clive Owen,"Knick, The",FALSE
2014,2015,72,Best Performance by an Actor In A Television Series - Drama,Dominic West,"Affair, The",FALSE
2014,2015,72,Best Performance by an Actor In A Television Series - Drama,Liev Schreiber,Ray Donovan,FALSE
2014,2015,72,Best Performance by an Actress in a Television Series - Musical or Comedy,Gina Rodriguez,Jane The Virgin,TRUE
2014,2015,72,Best Performance by an Actress in a Television Series - Musical or Comedy,Taylor Schilling,Orange is the New Black,FALSE
2014,2015,72,Best Performance by an Actress in a Television Series - Musical or Comedy,Lena Dunham,Girls,FALSE
2014,2015,72,Best Performance by an Actress in a Television Series - Musical or Comedy,Edie Falco,Nurse Jackie,FALSE
2014,2015,72,Best Performance by an Actress in a Television Series - Musical or Comedy,Julia Louis-Dreyfus,Veep,FALSE
2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,Jeffrey Tambor,Transparent,TRUE
2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,William H. Macy,Shameless,FALSE
2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,Ricky Gervais,Derek,FALSE
2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,Don Cheadle,House of Lies,FALSE
2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,Louis C.K.,Louie,FALSE
2014,2015,72,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Joanne Froggatt,Downton Abbey,TRUE
2014,2015,72,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Michelle Monaghan,True Detective,FALSE
2014,2015,72,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Uzo Aduba,Orange is the New Black,FALSE
2014,2015,72,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Kathy Bates,American Horror Story: Freak Show,FALSE
2014,2015,72,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Allison Janney,Mom,FALSE
2014,2015,72,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Matt Bomer,The Normal Heart,TRUE
2014,2015,72,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Bill Murray,Olive Kitteridge,FALSE
2014,2015,72,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jon Voight,Ray Donovan,FALSE
2014,2015,72,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Colin Hanks,Fargo,FALSE
2014,2015,72,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Alan Cumming,,FALSE
2014,2015,72,Cecil B. deMille Award,George Clooney,,FALSE
2015,2016,73,Best Motion Picture - Drama,The Revenant,,TRUE
2015,2016,73,Best Motion Picture - Drama,Carol,,FALSE
2015,2016,73,Best Motion Picture - Drama,Mad Max: Fury Road,,FALSE
2015,2016,73,Best Motion Picture - Drama,Room,,FALSE
2015,2016,73,Best Motion Picture - Drama,Spotlight,,FALSE
2015,2016,73,Best Motion Picture - Musical or Comedy,The Martian,,TRUE
2015,2016,73,Best Motion Picture - Musical or Comedy,Spy,,FALSE
2015,2016,73,Best Motion Picture - Musical or Comedy,"Big Short, The",,FALSE
2015,2016,73,Best Motion Picture - Musical or Comedy,Trainwreck,,FALSE
2015,2016,73,Best Motion Picture - Musical or Comedy,Joy,,FALSE
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,Brie Larson,Room,TRUE
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,Cate Blanchett,Carol,FALSE
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,Rooney Mara,Carol,FALSE
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,Alicia Vikander,The Danish Girl,FALSE
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,Saoirse Ronan,Brooklyn,FALSE
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Leonardo DiCaprio,The Revenant,TRUE
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Will Smith,Concussion,FALSE
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Michael Fassbender,Steve Jobs,FALSE
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Eddie Redmayne,The Danish Girl,FALSE
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Bryan Cranston,Trumbo,FALSE
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jennifer Lawrence,Joy,TRUE
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Maggie Smith,"Lady in the Van, The",FALSE
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Amy Schumer,Trainwreck,FALSE
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Lily Tomlin,Grandma,FALSE
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Melissa McCarthy,Spy,FALSE
